,Marca,Modelo,Precio,Potencia,Tipo vendedor,Categoría,Tipo de vehículo,puertas,Versión del país,Garantía,Kilometraje,Año,Tipo de cambio,Capacidad,Consumo de combustible,Color exterior,Color original,Tracción,plazas,Número de marchas,Número de cilindros,Peso,Tipo de combustible,Mes,Ciudad,CP,provincia
5074,Jaguar,F-Pace,21364.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,116856.0,2017,Automático,1998.0,5.9,Azul,Azul,Tracción delantera,5.0,6.0,4.0,1214.0,Diésel,5,Vigo,36214,Pontevedra
5075,Jaguar,XE,19818.0,179.0,Prof.,Sedán,Ocasión,4,España,12,107813.0,2017,Manual,1997.0,10.9,Blanco,Blanco,Tracción a las cuatro ruedas,2.0,5.0,4.0,1470.0,Diésel,12,Calella,8370,Barcelona
5076,Jaguar,E-Pace,23409.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,79080.0,2019,Automático,1998.0,7.5,Plateado,Gris Plata,Tracción delantera,5.0,6.0,4.0,1355.0,Diésel,7,Santa fe,18320,Granada
5077,Jaguar,E-Pace,23409.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,80873.0,2019,Automático,1998.0,5.1,Plateado,Gris Plata,Tracción delantera,5.0,6.0,4.0,1320.0,Diésel,7,Terrassa,8227,Barcelona
5078,Jaguar,E-Pace,22636.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,116507.0,2018,Automático,1998.0,5.8,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1720.0,Diésel,1,Vigo,36214,Pontevedra
5079,Jaguar,XKR,22500.0,400.0,Prof.,Coupé,Ocasión,3,España,12,145902.0,2009,Automático,1461.0,4.8,Plateado,Gris Plata,Tracción delantera,5.0,6.0,4.0,1285.0,Gasolina,4,Las rozas,28232,Madrid
5080,Jaguar,E-Pace,25363.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,37997.0,2020,Manual,2191.0,4.9,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1425.0,Diésel,12,Paterna,46980,Valencia/València
5081,Jaguar,F-Pace,27182.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,58891.0,2019,Automático,1998.0,5.9,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1214.0,Diésel,1,Mérida,6800,Badajoz
5082,Jaguar,S-Type,5350.0,204.0,Prof.,Sedán,Ocasión,4,España,12,176247.0,2003,Automático,1998.0,6.9,Azul,Azul,Tracción trasera,2.0,6.0,4.0,1075.0,Gasolina,4,Badajoz,6008,Badajoz
5083,Jaguar,E-Pace,22636.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,116507.0,2018,Automático,1798.0,4.4,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1259.0,Diésel,1,Villava,31610,Navarra
5084,Jaguar,F-Pace,18636.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,139679.0,2017,Manual,1998.0,5.9,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1518.0,Diésel,6,Ciudad real,13005,Ciudad Real
5085,Jaguar,F-Pace,62900.0,204.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,24,6200.0,2023,Automático,1998.0,5.9,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1214.0,Diésel,2,Valdepeñas,13005,Ciudad Real
5086,Jaguar,XF,17454.0,179.0,Prof.,Sedán,Ocasión,4,España,12,143625.0,2017,Automático,1332.0,6.3,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1385.0,Diésel,10,Ciudad real,13005,Ciudad Real
5087,Jaguar,F-Pace,30814.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,58635.0,2018,Automático,1998.0,4.6,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1368.0,Diésel,8,Villava,31610,Navarra
5088,Jaguar,XF,17454.0,179.0,Prof.,Sedán,Ocasión,4,España,12,143625.0,2017,Automático,1598.0,6.9,Negro,Negro,Tracción delantera,5.0,5.0,4.0,1173.0,Diésel,10,Bilbao,48970,Bizkaia
5089,Jaguar,E-Pace,32090.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,25638.0,2020,Automático,1998.0,5.8,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1254.0,Diésel,6,Terrassa,8227,Barcelona
5090,Jaguar,XE,16272.0,179.0,Prof.,Sedán,Ocasión,4,España,12,72588.0,2016,Manual,1598.0,6.9,Blanco,Blanco,Tracción delantera,5.0,5.0,4.0,1173.0,Diésel,2,Terrassa,8227,Barcelona
5091,Jaguar,F-Pace,26181.0,163.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,110478.0,2020,Automático,1496.0,5.9,Plateado,Gris Plata,Tracción delantera,5.0,6.0,4.0,1720.0,Diésel,7,Villava,31610,Navarra
5092,Jaguar,F-Pace,27182.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,58891.0,2019,Automático,1496.0,5.9,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1720.0,Diésel,1,Santiago de compostela,15707,A Coruña
5093,Jaguar,F-Pace,21364.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,116856.0,2017,Automático,2488.0,5.9,Azul,Azul,Tracción a las cuatro ruedas,5.0,8.0,4.0,1920.0,Diésel,5,Santiago de compostela,15707,A Coruña
5094,Jaguar,E-Pace,25990.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,59500.0,2019,Automático,2488.0,5.2,Rojo,Rojo,Tracción a las cuatro ruedas,5.0,8.0,4.0,1920.0,Diésel,12,Alcorcón,28922,Madrid
5095,Jaguar,F-Pace,22545.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,83507.0,2016,Automático,2488.0,5.9,Gris,Gris,Tracción a las cuatro ruedas,5.0,8.0,4.0,1920.0,Diésel,1,Paterna,46980,Valencia/València
5096,Jaguar,E-Pace,24454.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,105479.0,2018,Automático,1998.0,5.1,Rojo,Rojo,Tracción delantera,5.0,6.0,4.0,1320.0,Diésel,7,Villava,31610,Navarra
5097,Jaguar,F-Pace,22454.0,163.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,96695.0,2017,Manual,2448.0,5.9,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1518.0,Diésel,10,Villava,31610,Navarra
5098,Jaguar,XE,17264.0,179.0,Prof.,Sedán,Ocasión,4,España,12,41162.0,2015,Manual,1332.0,6.3,Plateado,Gris Plata,Tracción delantera,7.0,6.0,4.0,1631.0,Diésel,3,Ciudad real,13005,Ciudad Real
5099,Jaguar,F-Pace,30814.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,58635.0,2018,Automático,1496.0,4.8,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1000.0,Diésel,8,Paterna,46980,Valencia/València
5100,Jaguar,E-Pace,30818.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,25638.0,2020,Automático,2488.0,5.2,Blanco,Blanco,Tracción a las cuatro ruedas,5.0,8.0,4.0,1920.0,Diésel,6,Paterna,46980,Valencia/València
5101,Jaguar,XE,18590.0,179.0,Prof.,Sedán,Ocasión,4,España,12,129000.0,2018,Automático,1997.0,10.9,Rojo,Rojo,Tracción a las cuatro ruedas,2.0,5.0,4.0,1470.0,Diésel,5,Vitoria,1007,Araba/Álava
5102,Jaguar,F-Pace,31900.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,24,126000.0,2018,Automático,1998.0,6.6,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1254.0,Diésel,6,Valdepeñas,13005,Ciudad Real
5103,Jaguar,X-Type,3500.0,131.0,Prof.,Sedán,Ocasión,4,España,12,219000.0,2005,Manual,830.0,6.183668341708544,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1720.0,Diésel,8,Malaga,29013,Málaga
5104,Jaguar,E-Pace,22636.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,82568.0,2018,Automático,2488.0,7.3,Negro,Negro,Tracción a las cuatro ruedas,5.0,8.0,4.0,1920.0,Diésel,9,Paterna,46980,Valencia/València
5105,Jaguar,F-Pace,27182.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,58891.0,2019,Automático,2191.0,6.6,Blanco,Blanco,Tracción a las cuatro ruedas,5.0,6.0,4.0,1682.0,Diésel,1,Vigo,36214,Pontevedra
5106,Jaguar,F-Pace,355001.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,24,43254.0,2020,Automático,2191.0,5.6,Rojo,Burdeos,Tracción a las cuatro ruedas,5.0,6.0,4.0,1682.0,Diésel,2,Malaga,29004,Málaga
5107,Jaguar,F-Pace,22545.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,83507.0,2016,Automático,2191.0,6.2,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1368.0,Diésel,1,Bilbao,48970,Bizkaia
5108,Jaguar,E-Pace,27290.0,250.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,100975.0,2019,Automático,1998.0,5.1,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1424.0,Gasolina,11,Madrid,28021,Madrid
5109,Jaguar,E-Pace,29900.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,60000.0,2019,Automático,2488.0,7.5,Burdeos,Burdeos,Tracción a las cuatro ruedas,5.0,8.0,4.0,1920.0,Diésel,2,Playa de san juan,38687,Santa Cruz de Tenerife
5110,Jaguar,F-Pace,33181.0,300.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,66088.0,2017,Automático,2488.0,6.6,Gris,Gris,Tracción a las cuatro ruedas,5.0,8.0,4.0,1920.0,Diésel,5,Vigo,36214,Pontevedra
5111,Jaguar,F-Pace,22545.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,83507.0,2016,Automático,1998.0,6.4,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1518.0,Diésel,1,Santa fe,18320,Granada
5112,Jaguar,E-Pace,24454.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,105479.0,2018,Automático,2488.0,5.2,Rojo,Rojo,Tracción a las cuatro ruedas,5.0,8.0,4.0,1920.0,Diésel,7,Paterna,46980,Valencia/València
5113,Jaguar,F-Pace,33181.0,300.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,66088.0,2017,Automático,2184.0,4.1,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1480.0,Diésel,5,Villava,31610,Navarra
5114,Jaguar,F-Pace,22545.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,83507.0,2016,Automático,2448.0,6.4,Gris,Gris,Tracción a las cuatro ruedas,5.0,6.0,4.0,1518.0,Diésel,1,Ciudad real,13005,Ciudad Real
5115,Jaguar,E-Pace,24454.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,29905.0,2020,Manual,1798.0,7.3,Rojo,Rojo,Tracción trasera,2.0,5.0,4.0,1155.0,Diésel,12,Alcala de guadaira,41500,Sevilla
5116,Jaguar,XE,20818.0,179.0,Prof.,Sedán,Ocasión,4,España,12,56354.0,2019,Automático,165.0,14.1,Azul,Azul,Tracción a las cuatro ruedas,7.0,5.0,6.0,1915.0,Diésel,4,Villava,31610,Navarra
5117,Jaguar,E-Pace,43790.0,163.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,14336.0,2021,Automático,2191.0,5.5,Blanco,Blanco,Tracción a las cuatro ruedas,5.0,6.0,4.0,1540.0,Diésel,12,Malaga,29001,Málaga
5118,Jaguar,XE,17264.0,179.0,Prof.,Sedán,Ocasión,4,España,12,41162.0,2015,Manual,1200.0,5.6,Plateado,Gris Plata,Tracción delantera,7.0,6.0,4.0,1631.0,Diésel,3,Paterna,46980,Valencia/València
5119,Jaguar,F-Pace,33181.0,300.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,66088.0,2017,Automático,1998.0,6.6,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1518.0,Diésel,5,Mérida,6800,Badajoz
5120,Jaguar,F-Pace,35990.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,125026.0,2017,Automático,1998.0,4.1,Azul,Azul,Tracción delantera,5.0,6.0,4.0,1320.0,Diésel,3,Sevilla,41007,Sevilla
5121,Jaguar,F-Pace,30814.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,58635.0,2018,Automático,3283.0,10.4,Blanco,Blanco,Tracción trasera,5.0,8.0,6.0,1920.0,Diésel,8,Ciudad real,13005,Ciudad Real
5122,Jaguar,E-Pace,28990.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,48668.0,2019,Manual,1998.0,5.2,Azul,Azul,Tracción delantera,5.0,6.0,4.0,1720.0,Diésel,7,Madrid,28021,Madrid
5123,Jaguar,F-Pace,29990.0,300.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,142370.0,2017,Automático,2191.0,5.6,Negro,Negro,Tracción a las cuatro ruedas,5.0,6.0,4.0,1682.0,Diésel,1,San fernando de henares,28830,Madrid
5124,Jaguar,E-Pace,27290.0,250.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,100975.0,2019,Automático,1998.0,5.2,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1391.0,Gasolina,11,Malaga,29001,Málaga
5125,Jaguar,XE,19818.0,179.0,Prof.,Sedán,Ocasión,4,España,12,107813.0,2017,Manual,1300.0,5.7,Blanco,Blanco,Tracción delantera,7.0,6.0,4.0,1631.0,Diésel,12,Bilbao,48970,Bizkaia
5126,Jaguar,XE,16513.0,179.0,Prof.,Sedán,Ocasión,4,España,12,91673.0,2016,Manual,1332.0,5.7,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1631.0,Diésel,6,Villava,31610,Navarra
5127,Jaguar,F-Pace,33181.0,300.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,66088.0,2017,Automático,1496.0,5.9,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1682.0,Diésel,5,Santa fe,18320,Granada
5128,Jaguar,XE,17455.0,179.0,Prof.,Sedán,Ocasión,4,España,12,85257.0,2017,Automático,1332.0,6.3,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1631.0,Diésel,5,Vigo,36214,Pontevedra
5129,Jaguar,XF,21990.0,179.0,Prof.,Sedán,Ocasión,4,España,12,121800.0,2017,Automático,1200.0,5.6,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1385.0,Diésel,1,San fernando de henares,28830,Madrid
5130,Jaguar,F-Type,41727.0,300.0,Prof.,Coupé,Ocasión,3,España,12,62587.0,2018,Automático,2191.0,5.9,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1593.0,Gasolina,9,Ciudad real,13005,Ciudad Real
5131,Jaguar,I-Pace,41727.0,400.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,22227.0,2020,Automático,1998.0,5.3,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1518.0,Eléctrico,10,Ciudad real,13005,Ciudad Real
5132,Jaguar,F-Pace,24818.0,241.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,111485.0,2017,Automático,2191.0,5.6,Rojo,Rojo,Tracción a las cuatro ruedas,5.0,6.0,4.0,1682.0,Diésel,12,Paterna,46980,Valencia/València
5133,Jaguar,XE,17264.0,179.0,Prof.,Sedán,Ocasión,4,España,12,112000.0,2016,Automático,1332.0,6.3,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1631.0,Diésel,5,Santa fe,18320,Granada
5134,Jaguar,XE,20818.0,179.0,Prof.,Sedán,Ocasión,4,España,12,56354.0,2019,Automático,2360.0,6.7,Azul,Azul,Tracción a las cuatro ruedas,5.0,6.0,4.0,1910.0,Diésel,4,Santiago de compostela,15707,A Coruña
5135,Jaguar,F-Pace,26181.0,163.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,110478.0,2020,Automático,3283.0,6.6,Plateado,Gris Plata,Tracción trasera,5.0,8.0,6.0,1920.0,Diésel,7,Paterna,46980,Valencia/València
5136,Jaguar,E-Pace,23990.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,50100.0,2019,Automático,1998.0,5.1,Otros,Otros,Tracción delantera,5.0,6.0,4.0,1720.0,Diésel,1,Castellon de la plana,12006,Castellón/Castelló
5137,Jaguar,XE,17455.0,179.0,Prof.,Sedán,Ocasión,4,España,12,85257.0,2017,Automático,1461.0,3.8,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1631.0,Diésel,5,Ciudad real,13005,Ciudad Real
5138,Jaguar,I-Pace,41727.0,400.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,22227.0,2020,Automático,1998.0,5.3,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1518.0,Eléctrico,10,Santa fe,18320,Granada
5139,Jaguar,F-Pace,21364.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,116856.0,2017,Automático,1998.0,5.2,Azul,Azul,Tracción delantera,5.0,6.0,4.0,1274.0,Diésel,5,Ciudad real,13005,Ciudad Real
5140,Jaguar,E-Pace,29000.0,199.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,81619.0,2019,Automático,2488.0,7.5,Blanco,Blanco,Tracción a las cuatro ruedas,5.0,8.0,4.0,1920.0,Gasolina,3,Santa fe,18320,Granada
5141,Jaguar,E-Pace,24727.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,68096.0,2019,Automático,2191.0,5.9,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1460.0,Diésel,1,Santa fe,18320,Granada
5142,Jaguar,F-Pace,31636.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,58891.0,2019,Automático,1490.0,5.9,Blanco,Blanco,Tracción delantera,5.0,6.0,3.0,1274.0,Diésel,1,Terrassa,8227,Barcelona
5143,Jaguar,E-Pace,24727.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,68096.0,2019,Automático,2191.0,5.5,Blanco,Blanco,Tracción a las cuatro ruedas,5.0,6.0,4.0,1540.0,Diésel,1,Ciudad real,13005,Ciudad Real
5144,Jeep,Compass,17495.0,170.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,73970.0,2018,Automático,1598.0,4.6,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1419.0,Gasolina,5,Alzira,46600,Valencia/València
5145,Jeep,Wrangler,9990.0,181.0,Prof.,SUV/4x4/Pickup,Ocasión,3,España,12,80000.0,1998,Manual,1995.0,6.6,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1520.0,Gasolina,5,Sant boi de llobregat,8830,Barcelona
5146,Jeep,Compass,15480.0,140.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,47514.0,2019,Manual,2000.0,5.3,Rojo,Rojo,Tracción a las cuatro ruedas,7.0,6.0,4.0,1600.0,Gasolina,7,Murcia,3007,Alicante/Alacant
5147,Jeep,Compass,25990.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,22000.0,2021,Automático,3200.0,9.8,Azul,AZUL,Tracción a las cuatro ruedas,7.0,5.0,4.0,2275.0,Gasolina,9,Tarragona,43006,Tarragona
5148,Jeep,Renegade,20590.0,140.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,60576.0,2019,Manual,999.0,4.6,Gris,Gris,Tracción delantera,5.0,5.0,3.0,1076.0,Diésel,8,Almería,4009,Almería
5149,Jeep,Patriot,8400.0,140.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,188663.0,2009,Manual,1197.0,5.1,Verde,Verde,Tracción delantera,5.0,6.0,4.0,1273.0,Diésel,12,Badalona,8914,Barcelona
5150,Jeep,Renegade,171801.0,120.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,46484.0,2022,Manual,1461.0,3.9,Rojo,Rojo,Tracción delantera,5.0,6.0,4.0,1331.0,Gasolina,3,Madrid,28914,Madrid
5151,Jeep,Wrangler,469001.0,200.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,31527.0,2020,Automático,1477.0,5.1,Gris,Gris,Tracción delantera,5.0,6.0,3.0,1664.0,Diésel,7,Malaga,29004,Málaga
5152,Jeep,Avenger,25900.0,101.0,Prof.,SUV/4x4/Pickup,KM0,5,España,36,24.0,2023,Manual,1461.0,3.9,Gris-negro,Gris-negro,Tracción delantera,5.0,5.0,4.0,1474.0,Gasolina,4,Granada,18015,Granada
5153,Jeep,Grand Cherokee,3999.0,190.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,260000.0,1999,Automático,999.0,4.6,Verde,Verde,Tracción delantera,5.0,5.0,3.0,1076.0,Gasolina,6,Madrid,28031,Madrid
5154,Jeep,Renegade,18900.0,120.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,29294.0,2020,Automático,1598.0,4.6,Gris,GRIS OSCURO,Tracción delantera,5.0,6.0,4.0,1419.0,Diésel,12,Quart de poblet,46930,Valencia/València
5155,Jeep,Wrangler,628991.0,200.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,31700.0,2017,Automático,1497.0,5.1,Gris,Gris plomo satinado especial,Tracción a las cuatro ruedas,7.0,6.0,3.0,1908.0,Diésel,6,Quart de poblet,46930,Valencia/València
5156,Jeep,Renegade,16990.0,140.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,98780.0,2019,Manual,1598.0,6.6,Blanco,Blanco,Tracción delantera,7.0,5.0,4.0,1404.0,Diésel,8,Madrid,28021,Madrid
5157,Jeep,Avenger,39400.0,156.0,Prof.,SUV/4x4/Pickup,KM0,5,España,36,10.0,2023,Automático,1596.0,7.3,Gris,Gris,Tracción delantera,2.0,5.0,4.0,1474.0,Eléctrico,6,Ávila,5004,Ávila
5158,Jeep,Renegade,15499.0,120.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,113470.0,2017,Automático,1461.0,3.8,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1379.0,Diésel,2,Sant adrià de besòs,8903,Barcelona
5159,Jeep,Compass,18900.0,120.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,76750.0,2019,Manual,3799.0,12.5,Gris,GRIS GRANITO,Tracción a las cuatro ruedas,4.0,6.0,6.0,1752.0,Diésel,7,Terrassa,8226,Barcelona
5160,Jeep,Renegade,17290.0,140.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,102656.0,2019,Manual,1598.0,6.6,Blanco,Blanco,Tracción delantera,7.0,5.0,4.0,1404.0,Diésel,6,Madrid,28021,Madrid
5161,Jeep,Renegade,15299.0,110.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,65871.0,2017,Manual,1197.0,5.6,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1331.0,Gasolina,6,Madrid,28050,Madrid
5162,Jeep,Renegade,18680.0,131.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,35421.0,2021,Manual,1197.0,5.6,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1331.0,Diésel,7,Sant adrià de besòs,8903,Barcelona
5163,Jeep,Renegade,24536.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,24,6669.0,2022,Automático,1197.0,6.1,Gris,Gris,Tracción delantera,5.0,5.0,3.0,1076.0,Gasolina,6,Leganés,28914,Madrid
5164,Jeep,Compass,11900.0,136.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,148100.0,2012,Manual,1700.0,5.1,Blanco,BLANCO,Tracción delantera,5.0,6.0,4.0,1419.0,Diésel,3,Quart de poblet,46930,Valencia/València
5165,Jeep,Compass,20350.0,140.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,66277.0,2018,Manual,2400.0,6.7,Gris,Gris,Tracción a las cuatro ruedas,5.0,6.0,4.0,1910.0,Gasolina,10,Granada,18015,Granada
5166,Jeep,Renegade,245361.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,24,9394.0,2022,Automático,1332.0,6.6,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1404.0,Gasolina,6,Leganés,28914,Madrid
5167,Jeep,Renegade,16890.0,140.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,102044.0,2018,Manual,1332.0,5.4,Blanco,Blanco,Tracción delantera,5.0,7.0,4.0,1404.0,Diésel,12,Leganés,28914,Madrid
5168,Jeep,Compass,20800.0,131.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,28000.0,2021,Manual,2664.0,9.8,Naranja,Naranja,Tracción a las cuatro ruedas,5.0,5.0,4.0,1730.0,Gasolina,12,Madrid,28031,Madrid
5169,Jeep,Renegade,164901.0,131.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,24257.0,2022,Manual,1197.0,5.6,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1331.0,Diésel,3,Ciudad real,13005,Ciudad Real
5170,Jeep,Renegade,163901.0,131.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,29183.0,2021,Manual,898.0,5.2,Gris,Gris,Tracción delantera,5.0,5.0,3.0,1076.0,Diésel,9,Bilbao,48960,Bizkaia
5171,Jeep,Avenger,39400.0,156.0,Prof.,SUV/4x4/Pickup,KM0,5,España,36,10.0,2023,Automático,1644.2213740458014,5.962915601023018,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1434.3010204081634,Eléctrico,6,Villares de la reina,37184,Salamanca
5172,Jeep,Renegade,20870.0,120.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,34198.0,2020,Automático,999.0,5.7,Negro,Negro,Tracción delantera,5.0,6.0,3.0,1186.0,Diésel,12,Madrid,28050,Madrid
5173,Jeep,Renegade,288801.0,190.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,62238.0,2021,Automático,1197.0,5.6,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1331.0,Otros,6,Lugo,27003,Lugo
5174,Jeep,Compass,18290.0,120.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,104399.0,2019,Manual,1461.0,3.8,Rojo,Rojo,Tracción delantera,5.0,6.0,4.0,1385.0,Diésel,4,Ciudad real,13005,Ciudad Real
5175,Jeep,Compass,263901.0,140.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,49271.0,2020,Automático,1999.0,7.3,Azul,Azul,Tracción trasera,2.0,6.0,4.0,1385.0,Diésel,6,Santiago de compostela,15890,A Coruña
5176,Jeep,Compass,17347.0,140.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,154648.0,2018,Automático,3200.0,9.2,Rojo,Rojo,Tracción a las cuatro ruedas,5.0,5.0,4.0,2085.0,Diésel,8,Alicante,3016,Alicante/Alacant
5177,Jeep,Renegade,15499.0,120.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,113470.0,2017,Automático,1500.0,3.8,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1331.0,Diésel,2,Cordoba,14014,Córdoba
5178,Jeep,Renegade,245361.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,24,6669.0,2022,Automático,898.0,5.2,Gris,Gris,Tracción delantera,5.0,5.0,3.0,1076.0,Gasolina,6,Toledo,45001,Toledo
